"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Info"
"1","0.000000000","74.125.24.189","10.42.0.56","UDP","62","443","49585","443  >  49585 Len=20"
"2","0.195627644","74.125.24.189","10.42.0.56","UDP","62","443","49585","443  >  49585 Len=20"
"3","1.548621050","10.42.0.56","224.0.0.251","MDNS","87","5353","5353","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question"
"4","3.859317727","10.42.0.56","10.42.0.1","DNS","100","32812","53","Standard query 0xe3de A clientservices.googleapis.com OPT"
"5","3.862905085","10.42.0.1","10.42.0.56","DNS","116","53","32812","Standard query response 0xe3de A clientservices.googleapis.com A 216.58.196.195 OPT"
"6","3.869838216","10.42.0.56","216.58.196.195","UDP","1392","46454","443","46454  >  443 Len=1350"
"7","3.869968923","10.42.0.56","216.58.196.195","UDP","324","46454","443","46454  >  443 Len=282"
"8","3.980437754","10.42.0.56","216.58.196.195","UDP","1392","46454","443","46454  >  443 Len=1350"
"9","3.985954359","216.58.196.195","10.42.0.56","UDP","78","443","46454","443  >  46454 Len=36"
"10","3.998917027","216.58.196.195","10.42.0.56","UDP","1392","443","46454","443  >  46454 Len=1350"
"11","4.004023059","10.42.0.56","216.58.196.195","UDP","1392","46454","443","46454  >  443 Len=1350"
"12","4.004227650","10.42.0.56","216.58.196.195","UDP","324","46454","443","46454  >  443 Len=282"
"13","4.009367839","216.58.196.195","10.42.0.56","UDP","81","443","46454","443  >  46454 Len=39"
"14","4.016465576","216.58.196.195","10.42.0.56","UDP","81","443","46454","443  >  46454 Len=39"
"15","4.030215787","10.42.0.56","216.58.196.195","UDP","78","46454","443","46454  >  443 Len=36"
"16","4.101863677","216.58.196.195","10.42.0.56","UDP","1392","443","46454","443  >  46454 Len=1350"
"17","4.103490465","10.42.0.56","216.58.196.195","UDP","91","46454","443","46454  >  443 Len=49"
"18","4.111978476","216.58.196.195","10.42.0.56","UDP","65","443","46454","443  >  46454 Len=23"
"19","4.123189772","10.42.0.56","216.58.196.195","UDP","316","46454","443","46454  >  443 Len=274"
"20","4.132253022","216.58.196.195","10.42.0.56","UDP","65","443","46454","443  >  46454 Len=23"
"21","4.355078464","216.58.196.195","10.42.0.56","UDP","254","443","46454","443  >  46454 Len=212"
"22","4.356010539","216.58.196.195","10.42.0.56","UDP","58","443","46454","443  >  46454 Len=16"
"23","4.356972128","10.42.0.56","216.58.196.195","UDP","70","46454","443","46454  >  443 Len=28"
"24","5.834670317","91.189.92.38","10.42.0.56","TLSv1.2","97","443","56702","Encrypted Alert"
"25","5.834751573","10.42.0.56","91.189.92.38","TCP","66","56702","443","56702  >  443 [ACK] Seq=1 Ack=32 Win=517 Len=0 TSval=2478907516 TSecr=280595309"
"26","5.834993053","10.42.0.56","91.189.92.38","TLSv1.2","97","56702","443","Encrypted Alert"
"27","5.835083319","10.42.0.56","91.189.92.38","TCP","66","56702","443","56702  >  443 [FIN, ACK] Seq=32 Ack=32 Win=517 Len=0 TSval=2478907516 TSecr=280595309"
"28","5.835784093","91.189.92.38","10.42.0.56","TCP","66","443","56702","443  >  56702 [FIN, ACK] Seq=32 Ack=1 Win=966 Len=0 TSval=280595309 TSecr=2478857791"
"29","5.835837566","10.42.0.56","91.189.92.38","TCP","66","56702","443","56702  >  443 [ACK] Seq=33 Ack=33 Win=517 Len=0 TSval=2478907517 TSecr=280595309"
"30","5.837792862","91.189.92.38","10.42.0.56","TCP","66","443","56702","[TCP Out-Of-Order] 443  >  56702 [FIN, ACK] Seq=32 Ack=32 Win=966 Len=0 TSval=280595309 TSecr=2478907516"
"31","5.837861051","10.42.0.56","91.189.92.38","TCP","78","56702","443","[TCP Dup ACK 29#1] 56702  >  443 [ACK] Seq=33 Ack=33 Win=517 Len=0 TSval=2478907519 TSecr=280595309 SLE=32 SRE=33"
"32","5.838440480","91.189.92.38","10.42.0.56","TCP","66","443","56702","[TCP Out-Of-Order] 443  >  56702 [FIN, ACK] Seq=32 Ack=33 Win=966 Len=0 TSval=280595309 TSecr=2478907516"
"33","10.766612702","10.42.0.56","10.42.0.1","DNS","100","50135","53","Standard query 0x947d A people-pa.clients6.google.com OPT"
"34","10.948797724","10.42.0.1","10.42.0.56","DNS","116","53","50135","Standard query response 0x947d A people-pa.clients6.google.com A 172.217.161.10 OPT"
"35","10.952049897","10.42.0.56","172.217.161.10","UDP","1392","55075","443","55075  >  443 Len=1350"
"36","10.952275970","10.42.0.56","172.217.161.10","UDP","1388","55075","443","55075  >  443 Len=1346"
"37","11.016498865","10.42.0.56","172.217.161.10","UDP","1392","55075","443","55075  >  443 Len=1350"
"38","11.019588506","172.217.161.10","10.42.0.56","UDP","78","443","55075","443  >  55075 Len=36"
"39","11.026802519","172.217.161.10","10.42.0.56","UDP","81","443","55075","443  >  55075 Len=39"
"40","11.049978710","172.217.161.10","10.42.0.56","UDP","1392","443","55075","443  >  55075 Len=1350"
"41","11.056022484","10.42.0.56","172.217.161.10","UDP","1392","55075","443","55075  >  443 Len=1350"
"42","11.056236487","10.42.0.56","172.217.161.10","UDP","1388","55075","443","55075  >  443 Len=1346"
"43","11.092590124","172.217.161.10","10.42.0.56","UDP","78","443","55075","443  >  55075 Len=36"
"44","11.154482749","172.217.161.10","10.42.0.56","UDP","1392","443","55075","443  >  55075 Len=1350"
"45","11.155642209","10.42.0.56","172.217.161.10","UDP","91","55075","443","55075  >  443 Len=49"
"46","11.168298817","172.217.161.10","10.42.0.56","UDP","65","443","55075","443  >  55075 Len=23"
"47","11.168594935","10.42.0.56","172.217.161.10","UDP","1380","55075","443","55075  >  443 Len=1338"
"48","11.178551551","172.217.161.10","10.42.0.56","UDP","65","443","55075","443  >  55075 Len=23"
"49","11.259190028","172.217.161.10","10.42.0.56","UDP","474","443","55075","443  >  55075 Len=432"
"50","11.260259098","172.217.161.10","10.42.0.56","UDP","58","443","55075","443  >  55075 Len=16"
"51","11.260372002","10.42.0.56","172.217.161.10","UDP","70","55075","443","55075  >  443 Len=28"
"52","11.261533325","10.42.0.56","10.42.0.1","DNS","91","50246","53","Standard query 0x5495 A beacons.gcp.gvt2.com OPT"
"53","11.261740830","10.42.0.56","10.42.0.1","DNS","81","36147","53","Standard query 0x35fc A google.com OPT"
"54","11.266050506","10.42.0.56","172.217.161.10","UDP","1392","50477","443","50477  >  443 Len=1350"
"55","11.295942977","10.42.0.1","10.42.0.56","DNS","97","53","36147","Standard query response 0x35fc A google.com A 172.217.166.238 OPT"
"56","11.303268251","10.42.0.56","172.217.166.238","UDP","1392","40724","443","40724  >  443 Len=1350"
"57","11.303419324","172.217.161.10","10.42.0.56","UDP","78","443","50477","443  >  50477 Len=36"
"58","11.338935253","172.217.166.238","10.42.0.56","UDP","78","443","40724","443  >  40724 Len=36"
"59","11.358844743","172.217.161.10","10.42.0.56","UDP","1392","443","50477","443  >  50477 Len=1350"
"60","11.362582228","10.42.0.56","172.217.161.10","UDP","1392","50477","443","50477  >  443 Len=1350"
"61","11.388184488","172.217.166.238","10.42.0.56","UDP","1392","443","40724","443  >  40724 Len=1350"
"62","11.392542601","10.42.0.56","172.217.166.238","UDP","1392","40724","443","40724  >  443 Len=1350"
"63","11.392793475","10.42.0.56","172.217.161.10","UDP","78","50477","443","50477  >  443 Len=36"
"64","11.397182696","172.217.161.10","10.42.0.56","UDP","78","443","50477","443  >  50477 Len=36"
"65","11.407449933","10.42.0.1","10.42.0.56","DNS","137","53","50246","Standard query response 0x5495 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 172.217.160.227 OPT"
"66","11.412630548","10.42.0.56","172.217.160.227","UDP","1392","43793","443","43793  >  443 Len=1350"
"67","11.418395459","10.42.0.56","172.217.166.238","UDP","78","40724","443","40724  >  443 Len=36"
"68","11.427212968","172.217.166.238","10.42.0.56","UDP","78","443","40724","443  >  40724 Len=36"
"69","11.448297580","172.217.160.227","10.42.0.56","UDP","78","443","43793","443  >  43793 Len=36"
"70","11.460347620","172.217.161.10","10.42.0.56","UDP","1392","443","50477","443  >  50477 Len=1350"
"71","11.461371358","10.42.0.56","172.217.161.10","UDP","89","50477","443","50477  >  443 Len=47"
"72","11.462028464","10.42.0.56","172.217.161.10","UDP","1392","50477","443","50477  >  443 Len=1350"
"73","11.462113089","10.42.0.56","172.217.161.10","UDP","368","50477","443","50477  >  443 Len=326"
"74","11.471982943","172.217.161.10","10.42.0.56","UDP","62","443","50477","443  >  50477 Len=20"
"75","11.476136905","172.217.166.238","10.42.0.56","UDP","1392","443","40724","443  >  40724 Len=1350"
"76","11.477150783","10.42.0.56","172.217.166.238","UDP","89","40724","443","40724  >  443 Len=47"
"77","11.477481539","10.42.0.56","172.217.166.238","UDP","567","40724","443","40724  >  443 Len=525"
"78","11.485063718","172.217.166.238","10.42.0.56","UDP","62","443","40724","443  >  40724 Len=20"
"79","11.493046881","172.217.160.227","10.42.0.56","UDP","1392","443","43793","443  >  43793 Len=1350"
"80","11.497540930","172.217.161.10","10.42.0.56","UDP","62","443","50477","443  >  50477 Len=20"
"81","11.497846056","10.42.0.56","172.217.160.227","UDP","1392","43793","443","43793  >  443 Len=1350"
"82","11.523537771","10.42.0.56","172.217.160.227","UDP","78","43793","443","43793  >  443 Len=36"
"83","11.533281897","172.217.160.227","10.42.0.56","UDP","78","443","43793","443  >  43793 Len=36"
"84","11.561414218","172.217.166.238","10.42.0.56","UDP","989","443","40724","443  >  40724 Len=947"
"85","11.563591795","172.217.166.238","10.42.0.56","UDP","58","443","40724","443  >  40724 Len=16"
"86","11.564112906","10.42.0.56","172.217.166.238","UDP","70","40724","443","40724  >  443 Len=28"
"87","11.564979494","10.42.0.56","10.42.0.1","DNS","90","55417","53","Standard query 0x2622 A clients2.google.com OPT"
"88","11.588368272","172.217.160.227","10.42.0.56","UDP","1392","443","43793","443  >  43793 Len=1350"
"89","11.589360426","10.42.0.56","172.217.160.227","UDP","89","43793","443","43793  >  443 Len=47"
"90","11.589684354","10.42.0.56","172.217.160.227","UDP","575","43793","443","43793  >  443 Len=533"
"91","11.589879957","10.42.0.56","172.217.160.227","UDP","1174","43793","443","43793  >  443 Len=1132"
"92","11.596642110","10.42.0.1","10.42.0.56","DNS","130","53","55417","Standard query response 0x2622 A clients2.google.com CNAME clients.l.google.com A 216.58.200.174 OPT"
"93","11.598350638","172.217.160.227","10.42.0.56","UDP","62","443","43793","443  >  43793 Len=20"
"94","11.609555188","10.42.0.56","216.58.200.174","UDP","1392","41710","443","41710  >  443 Len=1350"
"95","11.610019833","10.42.0.56","216.58.200.174","UDP","359","41710","443","41710  >  443 Len=317"
"96","11.645567408","216.58.200.174","10.42.0.56","UDP","78","443","41710","443  >  41710 Len=36"
"97","11.673256789","172.217.160.227","10.42.0.56","UDP","989","443","43793","443  >  43793 Len=947"
"98","11.675650497","172.217.160.227","10.42.0.56","UDP","58","443","43793","443  >  43793 Len=16"
"99","11.675920661","10.42.0.56","172.217.160.227","UDP","70","43793","443","43793  >  443 Len=28"
"100","11.680042593","172.217.160.227","10.42.0.56","UDP","79","443","43793","443  >  43793 Len=37"
"101","11.683187896","172.217.160.227","10.42.0.56","UDP","58","443","43793","443  >  43793 Len=16"
"102","11.683418521","10.42.0.56","172.217.160.227","UDP","70","43793","443","43793  >  443 Len=28"
"103","11.697142132","216.58.200.174","10.42.0.56","UDP","1392","443","41710","443  >  41710 Len=1350"
"104","11.698730286","10.42.0.56","216.58.200.174","UDP","1392","41710","443","41710  >  443 Len=1350"
"105","11.698802364","10.42.0.56","216.58.200.174","UDP","359","41710","443","41710  >  443 Len=317"
"106","11.709877112","216.58.200.174","10.42.0.56","UDP","81","443","41710","443  >  41710 Len=39"
"107","11.724246683","10.42.0.56","216.58.200.174","UDP","78","41710","443","41710  >  443 Len=36"
"108","11.788055646","216.58.200.174","10.42.0.56","UDP","1392","443","41710","443  >  41710 Len=1350"
"109","11.788934886","10.42.0.56","216.58.200.174","UDP","91","41710","443","41710  >  443 Len=49"
"110","11.797699492","216.58.200.174","10.42.0.56","UDP","65","443","41710","443  >  41710 Len=23"
"111","11.797924914","10.42.0.56","216.58.200.174","UDP","351","41710","443","41710  >  443 Len=309"
"112","11.809700967","216.58.200.174","10.42.0.56","UDP","1392","443","41710","443  >  41710 Len=1350"
"113","11.810108689","10.42.0.56","216.58.200.174","UDP","87","41710","443","41710  >  443 Len=45"
"114","11.812677650","216.58.200.174","10.42.0.56","UDP","499","443","41710","443  >  41710 Len=457"
"115","11.812746795","216.58.200.174","10.42.0.56","UDP","65","443","41710","443  >  41710 Len=23"
"116","11.819722117","172.217.161.10","10.42.0.56","UDP","480","443","50477","443  >  50477 Len=438"
"117","11.820193706","172.217.161.10","10.42.0.56","UDP","301","443","50477","443  >  50477 Len=259"
"118","11.820294711","10.42.0.56","172.217.161.10","UDP","70","50477","443","50477  >  443 Len=28"
"119","11.838902521","10.42.0.56","216.58.200.174","UDP","70","41710","443","41710  >  443 Len=28"
"120","11.846476130","216.58.200.174","10.42.0.56","UDP","62","443","41710","443  >  41710 Len=20"
"121","12.426139215","74.125.24.189","10.42.0.56","UDP","81","443","49585","443  >  49585 Len=39"
"122","12.452433047","10.42.0.56","74.125.24.189","UDP","70","49585","443","49585  >  443 Len=28"
"123","13.775138058","10.42.0.56","74.125.200.188","TCP","66","56488","5228","56488  >  5228 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2334389570 TSecr=3708529627"
"124","13.866106089","74.125.200.188","10.42.0.56","TCP","66","5228","56488","[TCP ACKed unseen segment] 5228  >  56488 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=3708574722 TSecr=2334252594"
"125","15.453445949","SamsungE_28:96:71","Broadcast","ARP","42","","","Who has 10.42.0.1? Tell 10.42.0.190"
"126","15.972158876","fe80::161a:c7c0:9a12:932c","ff02::fb","MDNS","102","5353","5353","Standard query 0x0000 PTR _pgpkey-hkp._tcp.local, ""QM"" question"
"127","15.972406527","10.42.0.56","224.0.0.251","MDNS","82","5353","5353","Standard query 0x0000 PTR _pgpkey-hkp._tcp.local, ""QM"" question"
"128","18.434295875","10.42.0.56","10.42.0.1","DNS","90","33049","53","Standard query 0xe343 A clients4.google.com OPT"
"129","18.437694378","10.42.0.1","10.42.0.56","DNS","130","53","33049","Standard query response 0xe343 A clients4.google.com CNAME clients.l.google.com A 216.58.200.174 OPT"
"130","18.450244088","10.42.0.56","216.58.200.174","UDP","1392","51653","443","51653  >  443 Len=1350"
"131","18.525591225","216.58.200.174","10.42.0.56","UDP","78","443","51653","443  >  51653 Len=36"
"132","18.731586350","216.58.200.174","10.42.0.56","UDP","1392","443","51653","443  >  51653 Len=1350"
"133","18.733724721","216.58.200.174","10.42.0.56","UDP","1392","443","51653","443  >  51653 Len=1350"
"134","18.736676378","10.42.0.56","216.58.200.174","UDP","1392","51653","443","51653  >  443 Len=1350"
"135","18.736991445","10.42.0.56","216.58.200.174","UDP","78","51653","443","51653  >  443 Len=36"
"136","18.771678937","216.58.200.174","10.42.0.56","UDP","78","443","51653","443  >  51653 Len=36"
"137","18.821436640","216.58.200.174","10.42.0.56","UDP","1392","443","51653","443  >  51653 Len=1350"
"138","18.822588826","10.42.0.56","216.58.200.174","UDP","89","51653","443","51653  >  443 Len=47"
"139","18.823222081","10.42.0.56","216.58.200.174","UDP","317","51653","443","51653  >  443 Len=275"
"140","18.831740518","216.58.200.174","10.42.0.56","UDP","62","443","51653","443  >  51653 Len=20"
"141","18.870288485","10.42.0.56","216.58.196.195","UDP","65","46454","443","46454  >  443 Len=23"
"142","18.903691088","216.58.196.195","10.42.0.56","UDP","62","443","46454","443  >  46454 Len=20"
"143","18.912270926","216.58.200.174","10.42.0.56","UDP","328","443","51653","443  >  51653 Len=286"
"144","18.912575683","216.58.200.174","10.42.0.56","UDP","244","443","51653","443  >  51653 Len=202"
"145","18.912863314","10.42.0.56","216.58.200.174","UDP","70","51653","443","51653  >  443 Len=28"
"146","18.935055743","10.42.0.56","91.189.92.18","TLSv1.2","97","44218","443","Encrypted Alert"
"147","18.935162385","10.42.0.56","91.189.92.18","TCP","66","44218","443","44218  >  443 [RST, ACK] Seq=32 Ack=1 Win=631 Len=0 TSval=2517490035 TSecr=1742156665"
"148","22.704346005","10.42.0.56","54.164.36.102","TCP","66","59564","443","59564  >  443 [RST, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2667246010 TSecr=3901884479"
"149","22.704501736","10.42.0.56","54.164.36.102","TCP","66","59560","443","59560  >  443 [RST, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2667246010 TSecr=1837495038"
"150","22.704583180","10.42.0.56","54.164.36.102","TCP","66","59558","443","59558  >  443 [RST, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2667246010 TSecr=2087380193"
"151","22.705908387","10.42.0.56","10.42.0.1","DNS","100","59614","53","Standard query 0xcb36 A d3cv4a9a9wh0bt.cloudfront.net OPT"
"152","22.826927535","10.42.0.1","10.42.0.56","DNS","164","53","59614","Standard query response 0xcb36 A d3cv4a9a9wh0bt.cloudfront.net A 99.86.55.146 A 99.86.55.211 A 99.86.55.219 A 99.86.55.231 OPT"
"153","22.828153012","10.42.0.56","99.86.55.146","TCP","74","53508","443","53508  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4192630448 TSecr=0 WS=128"
"154","22.830208704","99.86.55.146","10.42.0.56","TCP","74","443","53508","443  >  53508 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=1600428741 TSecr=4192630448"
"155","22.830306580","10.42.0.56","99.86.55.146","TCP","66","53508","443","53508  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4192630450 TSecr=1600428741"
"156","22.831104434","10.42.0.56","99.86.55.146","TLSv1.2","584","53508","443","Client Hello"
"157","22.833667483","99.86.55.146","10.42.0.56","TCP","66","443","53508","443  >  53508 [ACK] Seq=1 Ack=519 Win=64960 Len=0 TSval=1600428751 TSecr=4192630451"
"158","22.849414134","99.86.55.146","10.42.0.56","TLSv1.2","218","443","53508","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"159","22.849454424","10.42.0.56","99.86.55.146","TCP","66","53508","443","53508  >  443 [ACK] Seq=519 Ack=153 Win=64128 Len=0 TSval=4192630470 TSecr=1600428761"
"160","22.851902328","10.42.0.56","99.86.55.146","TLSv1.2","117","53508","443","Change Cipher Spec, Encrypted Handshake Message"
"161","22.852272174","10.42.0.56","99.86.55.146","TLSv1.2","568","53508","443","Application Data"
"162","22.852860459","99.86.55.146","10.42.0.56","TCP","66","443","53508","443  >  53508 [ACK] Seq=153 Ack=570 Win=64960 Len=0 TSval=1600428771 TSecr=4192630472"
"163","22.853069545","99.86.55.146","10.42.0.56","TCP","66","443","53508","443  >  53508 [ACK] Seq=153 Ack=1072 Win=64448 Len=0 TSval=1600428771 TSecr=4192630472"
"164","22.861656495","99.86.55.146","10.42.0.56","TLSv1.2","479","443","53508","Application Data"
"165","22.874899737","10.42.0.56","172.217.160.227","UDP","1392","40657","443","40657  >  443 Len=1350"
"166","22.902769728","10.42.0.56","99.86.55.146","TCP","66","53508","443","53508  >  443 [ACK] Seq=1072 Ack=566 Win=64128 Len=0 TSval=4192630523 TSecr=1600428771"
"167","22.910047654","172.217.160.227","10.42.0.56","UDP","78","443","40657","443  >  40657 Len=36"
"168","22.964992989","172.217.160.227","10.42.0.56","UDP","1392","443","40657","443  >  40657 Len=1350"
"169","22.966188481","10.42.0.56","172.217.160.227","UDP","89","40657","443","40657  >  443 Len=47"
"170","22.966569234","10.42.0.56","172.217.160.227","UDP","559","40657","443","40657  >  443 Len=517"
"171","22.966921074","10.42.0.56","172.217.160.227","UDP","1392","40657","443","40657  >  443 Len=1350"
"172","22.966967897","10.42.0.56","172.217.160.227","UDP","1392","40657","443","40657  >  443 Len=1350"
"173","22.966996429","10.42.0.56","172.217.160.227","UDP","927","40657","443","40657  >  443 Len=885"
"174","22.967162539","10.42.0.56","172.217.160.227","UDP","1392","40657","443","40657  >  443 Len=1350"
"175","22.967209812","10.42.0.56","172.217.160.227","UDP","475","40657","443","40657  >  443 Len=433"
"176","22.975976602","172.217.160.227","10.42.0.56","UDP","62","443","40657","443  >  40657 Len=20"
"177","22.976080573","172.217.160.227","10.42.0.56","UDP","62","443","40657","443  >  40657 Len=20"
"178","22.977111477","172.217.160.227","10.42.0.56","UDP","62","443","40657","443  >  40657 Len=20"
"179","23.002432964","172.217.160.227","10.42.0.56","UDP","62","443","40657","443  >  40657 Len=20"
"180","23.050618908","172.217.160.227","10.42.0.56","UDP","989","443","40657","443  >  40657 Len=947"
"181","23.053063052","172.217.160.227","10.42.0.56","UDP","58","443","40657","443  >  40657 Len=16"
"182","23.053440918","10.42.0.56","172.217.160.227","UDP","70","40657","443","40657  >  443 Len=28"
"183","23.054754990","172.217.160.227","10.42.0.56","UDP","79","443","40657","443  >  40657 Len=37"
"184","23.056979380","172.217.160.227","10.42.0.56","UDP","79","443","40657","443  >  40657 Len=37"
"185","23.057024048","172.217.160.227","10.42.0.56","UDP","58","443","40657","443  >  40657 Len=16"
"186","23.057428679","10.42.0.56","172.217.160.227","UDP","70","40657","443","40657  >  443 Len=28"
"187","23.058471974","172.217.160.227","10.42.0.56","UDP","58","443","40657","443  >  40657 Len=16"
"188","23.058850336","10.42.0.56","172.217.160.227","UDP","70","40657","443","40657  >  443 Len=28"
"189","25.953253890","10.42.0.56","172.217.161.10","UDP","65","55075","443","55075  >  443 Len=23"
"190","25.988671134","172.217.161.10","10.42.0.56","UDP","62","443","55075","443  >  55075 Len=20"
"191","26.463680519","10.42.0.56","172.217.161.10","UDP","65","50477","443","50477  >  443 Len=23"
"192","26.478539196","10.42.0.56","172.217.166.238","UDP","65","40724","443","40724  >  443 Len=23"
"193","26.512965674","172.217.161.10","10.42.0.56","UDP","62","443","50477","443  >  50477 Len=20"
"194","26.514029491","172.217.166.238","10.42.0.56","UDP","62","443","40724","443  >  40724 Len=20"
"195","26.591264261","10.42.0.56","172.217.160.227","UDP","65","43793","443","43793  >  443 Len=23"
"196","26.718229262","172.217.160.227","10.42.0.56","UDP","62","443","43793","443  >  43793 Len=20"
"197","27.427616205","10.42.0.56","74.125.24.189","UDP","65","49585","443","49585  >  443 Len=23"
"198","27.535942042","74.125.24.189","10.42.0.56","UDP","62","443","49585","443  >  49585 Len=20"
"199","28.017666267","IntelCor_1c:8d:fb","Cybertan_83:e6:bf","ARP","42","","","Who has 10.42.0.56? Tell 10.42.0.1"
"200","28.017703223","Cybertan_83:e6:bf","IntelCor_1c:8d:fb","ARP","42","","","10.42.0.56 is at c8:3d:d4:83:e6:bf"
"201","33.824706078","10.42.0.56","216.58.200.174","UDP","65","51653","443","51653  >  443 Len=23"
"202","33.858066540","216.58.200.174","10.42.0.56","UDP","62","443","51653","443  >  51653 Len=20"
"203","37.968245378","10.42.0.56","172.217.160.227","UDP","65","40657","443","40657  >  443 Len=23"
"204","38.106373904","10.42.0.56","172.217.160.227","UDP","65","40657","443","40657  >  443 Len=23"
"205","38.108785521","172.217.160.227","10.42.0.56","UDP","62","443","40657","443  >  40657 Len=20"
"206","38.140090198","172.217.160.227","10.42.0.56","UDP","62","443","40657","443  >  40657 Len=20"
"207","38.802884123","74.125.24.189","10.42.0.56","UDP","81","443","49585","443  >  49585 Len=39"
"208","38.828812904","10.42.0.56","74.125.24.189","UDP","70","49585","443","49585  >  443 Len=28"
"209","45.556692974","SamsungE_28:96:71","Broadcast","ARP","42","","","Who has 10.42.0.1? Tell 10.42.0.190"
"210","53.804102196","10.42.0.56","74.125.24.189","UDP","65","49585","443","49585  >  443 Len=23"
"211","53.958702774","74.125.24.189","10.42.0.56","UDP","62","443","49585","443  >  49585 Len=20"
"212","58.866724702","10.42.0.56","74.125.200.188","TCP","66","56488","5228","[TCP Dup ACK 123#1] 56488  >  5228 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2334434662 TSecr=3708574722"
"213","59.079566225","74.125.200.188","10.42.0.56","TCP","66","5228","56488","[TCP Dup ACK 124#1] [TCP ACKed unseen segment] 5228  >  56488 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=3708619817 TSecr=2334252594"
"214","63.911096495","Cybertan_83:e6:bf","IntelCor_1c:8d:fb","ARP","42","","","Who has 10.42.0.1? Tell 10.42.0.56"
"215","63.913920647","IntelCor_1c:8d:fb","Cybertan_83:e6:bf","ARP","42","","","10.42.0.1 is at ac:ed:5c:1c:8d:fb"
"216","66.746923876","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"217","66.821256261","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"218","66.824064620","216.58.200.174","10.42.0.56","UDP","78","443","50550","443  >  50550 Len=36"
"219","66.841438971","216.58.200.174","10.42.0.56","UDP","1392","443","50550","443  >  50550 Len=1350"
"220","66.842672692","10.42.0.56","216.58.200.174","UDP","89","50550","443","50550  >  443 Len=47"
"221","66.843337759","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"222","66.843449096","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"223","66.843533413","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"224","66.843597137","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"225","66.843669604","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"226","66.843764317","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"227","66.843838937","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"228","66.843921154","10.42.0.56","216.58.200.174","UDP","1392","50550","443","50550  >  443 Len=1350"
"229","66.844007638","10.42.0.56","216.58.200.174","UDP","768","50550","443","50550  >  443 Len=726"
"230","66.860027864","216.58.196.195","10.42.0.56","UDP","78","443","45102","443  >  45102 Len=36"
"231","66.861386046","216.58.200.174","10.42.0.56","UDP","62","443","50550","443  >  50550 Len=20"
"232","66.862653021","216.58.200.174","10.42.0.56","UDP","62","443","50550","443  >  50550 Len=20"
"233","66.864642126","216.58.200.174","10.42.0.56","UDP","62","443","50550","443  >  50550 Len=20"
"234","66.865795511","216.58.200.174","10.42.0.56","UDP","62","443","50550","443  >  50550 Len=20"
"235","66.867364756","216.58.200.174","10.42.0.56","UDP","62","443","50550","443  >  50550 Len=20"
"236","66.916742191","216.58.196.195","10.42.0.56","UDP","1392","443","45102","443  >  45102 Len=1350"
"237","66.918120812","10.42.0.56","216.58.196.195","UDP","89","45102","443","45102  >  443 Len=47"
"238","66.919058932","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"239","66.919120976","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"240","66.919151154","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"241","66.919234495","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"242","66.919309059","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"243","66.919336923","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"244","66.919406012","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"245","66.919432763","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
"246","66.919493899","10.42.0.56","216.58.196.195","UDP","1392","45102","443","45102  >  443 Len=1350"
