"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Info"
"2658","344.727199042","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2659","344.727381493","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2660","344.727555281","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2661","344.727731116","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2662","344.727905295","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2663","344.728020992","216.58.200.164","10.42.0.56","UDP","910","443","46667","443  >  46667 Len=868"
"2664","344.728170953","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2665","344.728213305","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2666","344.728388442","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2667","344.728565932","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2668","344.728768878","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2669","344.728916365","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2670","344.729088743","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2671","344.729266183","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2672","344.729441552","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2673","344.729512420","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2674","344.729631889","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2675","344.729635308","216.58.200.164","10.42.0.56","UDP","171","443","46667","443  >  46667 Len=129"
"2676","344.729823179","172.217.166.1","10.42.0.56","UDP","1392","443","58591","443  >  58591 Len=1350"
"2677","344.730351019","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2678","344.732300506","10.42.0.56","172.217.166.1","UDP","1392","58591","443","58591  >  443 Len=1350"
"2679","344.732422598","10.42.0.56","172.217.166.1","UDP","506","58591","443","58591  >  443 Len=464"
"2680","344.732534368","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2681","344.743710658","172.217.166.1","10.42.0.56","UDP","81","443","58591","443  >  58591 Len=39"
"2682","344.755070645","216.58.200.164","10.42.0.56","UDP","103","443","46667","443  >  46667 Len=61"
"2683","344.755410194","216.58.200.164","10.42.0.56","UDP","59","443","46667","443  >  46667 Len=17"
"2684","344.757305578","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2685","344.758414773","10.42.0.56","172.217.166.1","UDP","78","58591","443","58591  >  443 Len=36"
"2686","344.763712795","216.58.200.174","10.42.0.56","UDP","93","443","52226","443  >  52226 Len=51"
"2687","344.767876852","216.58.200.174","10.42.0.56","UDP","450","443","52226","443  >  52226 Len=408"
"2688","344.767972973","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2689","344.769046364","216.58.200.174","10.42.0.56","UDP","70","443","52226","443  >  52226 Len=28"
"2690","344.769055452","216.58.200.174","10.42.0.56","UDP","81","443","52226","443  >  52226 Len=39"
"2691","344.769116635","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2692","344.825149653","172.217.166.1","10.42.0.56","UDP","1392","443","58591","443  >  58591 Len=1350"
"2693","344.825547953","10.42.0.56","172.217.166.1","UDP","91","58591","443","58591  >  443 Len=49"
"2694","344.833012083","172.217.166.1","10.42.0.56","UDP","65","443","58591","443  >  58591 Len=23"
"2695","344.833110045","10.42.0.56","172.217.166.1","UDP","498","58591","443","58591  >  443 Len=456"
"2696","344.841362095","172.217.166.1","10.42.0.56","UDP","65","443","58591","443  >  58591 Len=23"
"2697","344.852465948","10.42.0.56","216.58.200.164","UDP","432","46667","443","46667  >  443 Len=390"
"2698","344.860538012","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2699","344.860600731","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2700","344.860931716","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2701","344.861102980","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2702","344.861285600","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2703","344.861466071","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2704","344.861867799","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2705","344.862050221","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2706","344.862212508","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2707","344.862377646","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2708","344.862440743","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2709","344.862557256","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2710","344.862728799","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2711","344.862903474","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2712","344.863079062","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2713","344.863657383","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2714","344.863828191","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2715","344.864005278","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2716","344.864183980","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2717","344.864358778","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2718","344.864536004","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2719","344.864581549","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2720","344.864707290","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2721","344.864888548","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2722","344.865067503","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2723","344.865244111","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2724","344.865358351","216.58.200.164","10.42.0.56","UDP","975","443","46667","443  >  46667 Len=933"
"2725","344.865939342","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2726","344.866085880","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2727","344.866272144","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2728","344.866421122","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
"2729","344.866587361","216.58.200.164","10.42.0.56","UDP","1322","443","46667","443  >  46667 Len=1280"
"2730","344.866904067","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2731","344.868956302","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2732","344.909518593","10.42.0.56","10.42.0.1","DNS","90","55068","53","Standard query 0xb1f4 A clients5.google.com OPT"
"2733","344.922154539","172.217.166.1","10.42.0.56","UDP","264","443","58591","443  >  58591 Len=222"
"2734","344.922165963","172.217.166.1","10.42.0.56","UDP","58","443","58591","443  >  58591 Len=16"
"2735","344.922281956","10.42.0.56","172.217.166.1","UDP","70","58591","443","58591  >  443 Len=28"
"2736","345.005697787","10.42.0.1","10.42.0.56","DNS","130","53","55068","Standard query response 0xb1f4 A clients5.google.com CNAME clients.l.google.com A 216.58.200.174 OPT"
"2737","345.006789546","10.42.0.56","216.58.200.174","UDP","1392","51607","443","51607  >  443 Len=1350"
"2738","345.041964357","216.58.200.174","10.42.0.56","UDP","78","443","51607","443  >  51607 Len=36"
"2739","345.052648678","10.42.0.56","216.58.200.174","TCP","74","43954","443","43954  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2899859518 TSecr=0 WS=128"
"2740","345.054442982","216.58.200.174","10.42.0.56","TCP","74","443","43954","443  >  43954 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=2523484172 TSecr=2899859518"
"2741","345.054498177","10.42.0.56","216.58.200.174","TCP","66","43954","443","43954  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2899859520 TSecr=2523484172"
"2742","345.054983717","10.42.0.56","216.58.200.174","TLSv1.3","583","43954","443","Client Hello"
"2743","345.056194598","216.58.200.174","10.42.0.56","TCP","66","443","43954","443  >  43954 [ACK] Seq=1 Ack=518 Win=64960 Len=0 TSval=2523484172 TSecr=2899859520"
"2744","345.093470125","216.58.200.174","10.42.0.56","UDP","1392","443","51607","443  >  51607 Len=1350"
"2745","345.093592705","216.58.200.174","10.42.0.56","UDP","1392","443","51607","443  >  51607 Len=1350"
"2746","345.097195978","10.42.0.56","216.58.200.174","UDP","78","51607","443","51607  >  443 Len=36"
"2747","345.106713733","10.42.0.56","216.58.200.174","UDP","1392","51607","443","51607  >  443 Len=1350"
"2748","345.107606200","10.42.0.56","216.58.200.174","UDP","1158","51607","443","51607  >  443 Len=1116"
"2749","345.139718176","216.58.200.174","10.42.0.56","UDP","78","443","51607","443  >  51607 Len=36"
"2750","345.189186307","216.58.200.174","10.42.0.56","UDP","1392","443","51607","443  >  51607 Len=1350"
"2751","345.190048568","10.42.0.56","216.58.200.174","UDP","91","51607","443","51607  >  443 Len=49"
"2752","345.194617286","216.58.200.174","10.42.0.56","UDP","225","443","51607","443  >  51607 Len=183"
"2753","345.201208368","216.58.200.174","10.42.0.56","UDP","62","443","51607","443  >  51607 Len=20"
"2754","345.220355421","10.42.0.56","216.58.200.174","UDP","70","51607","443","51607  >  443 Len=28"
"2755","345.241547691","216.58.200.174","10.42.0.56","TLSv1.3","1514","443","43954","Server Hello, Change Cipher Spec"
"2756","345.241589856","10.42.0.56","216.58.200.174","TCP","66","43954","443","43954  >  443 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=2899859707 TSecr=2523484362"
"2757","345.241830057","216.58.200.174","10.42.0.56","TCP","1354","443","43954","443  >  43954 [PSH, ACK] Seq=1449 Ack=518 Win=64960 Len=1288 TSval=2523484362 TSecr=2899859520 [TCP segment of a reassembled PDU]"
"2758","345.241843639","10.42.0.56","216.58.200.174","TCP","66","43954","443","43954  >  443 [ACK] Seq=518 Ack=2737 Win=64128 Len=0 TSval=2899859707 TSecr=2523484362"
"2759","345.241856474","216.58.200.174","10.42.0.56","TLSv1.3","1111","443","43954","Application Data"
"2760","345.241944440","10.42.0.56","216.58.200.174","TCP","66","43954","443","43954  >  443 [ACK] Seq=518 Ack=3782 Win=63616 Len=0 TSval=2899859707 TSecr=2523484362"
"2761","345.247638545","10.42.0.56","216.58.200.174","TLSv1.3","130","43954","443","Change Cipher Spec, Application Data"
"2762","345.249298778","216.58.200.174","10.42.0.56","TCP","66","443","43954","443  >  43954 [ACK] Seq=3782 Ack=582 Win=64896 Len=0 TSval=2523484372 TSecr=2899859713"
"2763","345.256066118","216.58.200.174","10.42.0.56","TLSv1.3","630","443","43954","Application Data, Application Data"
"2764","345.302652745","10.42.0.56","216.58.200.174","TCP","66","43954","443","43954  >  443 [ACK] Seq=582 Ack=4346 Win=64128 Len=0 TSval=2899859768 TSecr=2523484372"
"2765","345.316880626","10.42.0.56","216.58.200.164","UDP","408","46667","443","46667  >  443 Len=366"
"2766","345.349322907","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2767","345.408886268","216.58.200.164","10.42.0.56","UDP","101","443","46667","443  >  46667 Len=59"
"2768","345.410008309","216.58.200.164","10.42.0.56","UDP","59","443","46667","443  >  46667 Len=17"
"2769","345.413194583","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2770","345.415848153","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2771","346.421542582","SamsungE_28:96:71","Broadcast","ARP","42","","","Who has 10.42.0.1? Tell 10.42.0.190"
"2772","349.087220007","74.125.24.189","10.42.0.56","UDP","81","443","49585","443  >  49585 Len=39"
"2773","349.113749852","10.42.0.56","74.125.24.189","UDP","70","49585","443","49585  >  443 Len=28"
"2774","349.386765871","10.42.0.56","216.58.200.164","UDP","275","46667","443","46667  >  443 Len=233"
"2775","349.497848789","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2776","349.702364878","216.58.200.164","10.42.0.56","UDP","628","443","46667","443  >  46667 Len=586"
"2777","349.704434004","216.58.200.164","10.42.0.56","UDP","62","443","46667","443  >  46667 Len=20"
"2778","349.704462931","216.58.200.164","10.42.0.56","UDP","91","443","46667","443  >  46667 Len=49"
"2779","349.704470172","216.58.200.164","10.42.0.56","UDP","628","443","46667","443  >  46667 Len=586"
"2780","349.704476854","216.58.200.164","10.42.0.56","UDP","62","443","46667","443  >  46667 Len=20"
"2781","349.704853489","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2782","349.707844398","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2783","349.715273288","216.58.200.164","10.42.0.56","UDP","61","443","46667","443  >  46667 Len=19"
"2784","349.718169459","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2785","353.703114900","10.42.0.56","192.241.183.132","TCP","66","50976","443","[TCP Keep-Alive] 50976  >  443 [ACK] Seq=1628 Ack=3782 Win=64128 Len=0 TSval=1505954088 TSecr=2178886990"
"2786","353.705424577","192.241.183.132","10.42.0.56","TCP","66","443","50976","[TCP Keep-Alive ACK] 443  >  50976 [ACK] Seq=3782 Ack=1629 Win=63872 Len=0 TSval=2178932140 TSecr=1505908928"
"2787","355.516471925","10.42.0.56","34.195.170.150","TLSv1.2","614","48706","443","Application Data"
"2788","355.516550122","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=107882 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2789","355.516558273","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=109330 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2790","355.516562879","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=110778 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2791","355.516567311","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=112226 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2792","355.516571740","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=113674 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2793","355.516579914","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=115122 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2794","355.516639752","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=116570 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2795","355.516690077","10.42.0.56","34.195.170.150","TCP","1514","48706","443","48706  >  443 [ACK] Seq=118018 Ack=5878 Win=64128 Len=1448 TSval=2842801487 TSecr=959271474 [TCP segment of a reassembled PDU]"
"2796","355.520358414","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=107882 Win=15808 Len=0 TSval=959326804 TSecr=2842801487"
"2797","355.520379683","10.42.0.56","34.195.170.150","TLSv1.2","205","48706","443","Application Data"
"2798","355.520451434","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=109330 Win=14912 Len=0 TSval=959326804 TSecr=2842801487"
"2799","355.520455222","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=110778 Win=14912 Len=0 TSval=959326804 TSecr=2842801487"
"2800","355.520456976","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=112226 Win=13440 Len=0 TSval=959326804 TSecr=2842801487"
"2801","355.520458347","34.195.170.150","10.42.0.56","TCP","66","443","48706","[TCP Window Update] 443  >  48706 [ACK] Seq=5878 Ack=112226 Win=16384 Len=0 TSval=959326804 TSecr=2842801487"
"2802","355.520711577","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=113674 Win=14912 Len=0 TSval=959326804 TSecr=2842801487"
"2803","355.521121067","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=115122 Win=14912 Len=0 TSval=959326804 TSecr=2842801487"
"2804","355.521136244","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=116570 Win=14912 Len=0 TSval=959326804 TSecr=2842801487"
"2805","355.521138588","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=118018 Win=14912 Len=0 TSval=959326804 TSecr=2842801487"
"2806","355.521507205","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=119466 Win=14912 Len=0 TSval=959326804 TSecr=2842801487"
"2807","355.521515195","34.195.170.150","10.42.0.56","TCP","66","443","48706","443  >  48706 [ACK] Seq=5878 Ack=119605 Win=16192 Len=0 TSval=959326804 TSecr=2842801491"
"2808","355.777102201","10.42.0.56","216.58.200.174","UDP","1380","52226","443","52226  >  443 Len=1338"
"2809","355.811213636","216.58.200.174","10.42.0.56","UDP","62","443","52226","443  >  52226 Len=20"
"2810","355.955811154","216.58.200.174","10.42.0.56","UDP","118","443","52226","443  >  52226 Len=76"
"2811","355.957025929","216.58.200.174","10.42.0.56","UDP","450","443","52226","443  >  52226 Len=408"
"2812","355.957575874","216.58.200.174","10.42.0.56","UDP","70","443","52226","443  >  52226 Len=28"
"2813","355.957599271","216.58.200.174","10.42.0.56","UDP","211","443","52226","443  >  52226 Len=169"
"2814","355.957972319","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2815","355.958176586","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2816","356.260859353","34.195.170.150","10.42.0.56","TLSv1.2","548","443","48706","Application Data"
"2817","356.260925628","10.42.0.56","34.195.170.150","TCP","66","48706","443","48706  >  443 [ACK] Seq=119605 Ack=6360 Win=64128 Len=0 TSval=2842802231 TSecr=959327544"
"2818","356.446630852","10.42.0.56","239.255.255.250","SSDP","214","56399","1900","M-SEARCH * HTTP/1.1 "
"2819","357.019862538","74.125.200.188","10.42.0.56","TLSv1.2","464","5228","56488","[TCP ACKed unseen segment] , Application Data"
"2820","357.019931356","10.42.0.56","74.125.200.188","TCP","66","56488","5228","[TCP Previous segment not captured] 56488  >  5228 [ACK] Seq=2 Ack=399 Win=501 Len=0 TSval=2334732815 TSecr=3708917871"
"2821","357.275355793","10.42.0.56","216.58.200.174","UDP","1109","52226","443","52226  >  443 Len=1067"
"2822","357.319205489","216.58.200.174","10.42.0.56","UDP","62","443","52226","443  >  52226 Len=20"
"2823","357.447764428","10.42.0.56","239.255.255.250","SSDP","214","56399","1900","M-SEARCH * HTTP/1.1 "
"2824","357.539306189","216.58.200.174","10.42.0.56","UDP","117","443","52226","443  >  52226 Len=75"
"2825","357.565652226","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2826","357.579064043","216.58.200.174","10.42.0.56","UDP","1392","443","52226","443  >  52226 Len=1350"
"2827","357.579108798","216.58.200.174","10.42.0.56","UDP","1392","443","52226","443  >  52226 Len=1350"
"2828","357.579114649","216.58.200.174","10.42.0.56","UDP","804","443","52226","443  >  52226 Len=762"
"2829","357.579119554","216.58.200.174","10.42.0.56","UDP","70","443","52226","443  >  52226 Len=28"
"2830","357.579125296","216.58.200.174","10.42.0.56","UDP","99","443","52226","443  >  52226 Len=57"
"2831","357.579496078","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2832","357.579621253","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2833","357.605916100","10.42.0.56","216.58.200.174","UDP","70","52226","443","52226  >  443 Len=28"
"2834","358.127087678","162.125.82.3","10.42.0.56","TLSv1.2","97","443","57666","Encrypted Alert"
"2835","358.127136433","10.42.0.56","162.125.82.3","TCP","66","57666","443","57666  >  443 [ACK] Seq=1654 Ack=6179 Win=64128 Len=0 TSval=643468425 TSecr=4003204128"
"2836","358.127218500","162.125.82.3","10.42.0.56","TCP","66","443","57666","443  >  57666 [FIN, ACK] Seq=6179 Ack=1654 Win=63872 Len=0 TSval=4003204128 TSecr=643408422"
"2837","358.170729338","10.42.0.56","162.125.82.3","TCP","66","57666","443","57666  >  443 [ACK] Seq=1654 Ack=6180 Win=64128 Len=0 TSval=643468469 TSecr=4003204128"
"2838","358.448491241","10.42.0.56","239.255.255.250","SSDP","214","56399","1900","M-SEARCH * HTTP/1.1 "
"2839","359.283217048","10.42.0.56","216.58.200.164","UDP","259","46667","443","46667  >  443 Len=217"
"2840","359.316722796","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2841","359.378381819","10.42.0.56","216.58.200.164","UDP","81","46667","443","46667  >  443 Len=39"
"2842","359.386745549","216.58.200.164","10.42.0.56","UDP","74","443","46667","443  >  46667 Len=32"
"2843","359.388640750","10.42.0.56","216.58.200.164","UDP","266","46667","443","46667  >  443 Len=224"
"2844","359.396573072","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2845","359.449559349","10.42.0.56","239.255.255.250","SSDP","214","56399","1900","M-SEARCH * HTTP/1.1 "
"2846","359.504337106","216.58.200.164","10.42.0.56","UDP","699","443","46667","443  >  46667 Len=657"
"2847","359.504381848","216.58.200.164","10.42.0.56","UDP","214","443","46667","443  >  46667 Len=172"
"2848","359.507870220","10.42.0.56","216.58.200.164","UDP","70","46667","443","46667  >  443 Len=28"
"2849","359.524261760","10.42.0.56","216.58.200.164","UDP","261","46667","443","46667  >  443 Len=219"
"2850","359.557401569","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2851","359.624011036","10.42.0.56","172.217.166.1","UDP","65","58591","443","58591  >  443 Len=23"
"2852","359.648709254","216.58.200.164","10.42.0.56","UDP","628","443","46667","443  >  46667 Len=586"
"2853","359.648749569","216.58.200.164","10.42.0.56","UDP","311","443","46667","443  >  46667 Len=269"
"2854","359.652348107","10.42.0.56","216.58.200.164","UDP","71","46667","443","46667  >  443 Len=29"
"2855","359.656660267","172.217.166.1","10.42.0.56","UDP","62","443","58591","443  >  58591 Len=20"
"2856","359.661698810","10.42.0.56","216.58.200.164","UDP","262","46667","443","46667  >  443 Len=220"
"2857","359.695167112","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2858","359.774947858","216.58.200.164","10.42.0.56","UDP","479","443","46667","443  >  46667 Len=437"
"2859","359.774991672","216.58.200.164","10.42.0.56","UDP","62","443","46667","443  >  46667 Len=20"
"2860","359.774998714","216.58.200.164","10.42.0.56","UDP","141","443","46667","443  >  46667 Len=99"
"2861","359.778623309","10.42.0.56","216.58.200.164","UDP","71","46667","443","46667  >  443 Len=29"
"2862","359.817584897","10.42.0.56","216.58.200.164","UDP","262","46667","443","46667  >  443 Len=220"
"2863","359.839896098","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2864","359.938592811","216.58.200.164","10.42.0.56","UDP","715","443","46667","443  >  46667 Len=673"
"2865","359.938630516","216.58.200.164","10.42.0.56","UDP","284","443","46667","443  >  46667 Len=242"
"2866","359.941936218","10.42.0.56","216.58.200.164","UDP","71","46667","443","46667  >  443 Len=29"
"2867","359.957584169","10.42.0.56","172.217.166.238","TCP","66","41064","80","41064  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3264788273 TSecr=3215169144"
"2868","359.957687713","10.42.0.56","172.217.166.238","TCP","66","41066","80","41066  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3264788273 TSecr=2264352617"
"2869","359.957770306","10.42.0.56","216.58.200.174","TCP","66","43954","443","43954  >  443 [RST, ACK] Seq=582 Ack=4346 Win=64128 Len=0 TSval=2899874423 TSecr=2523484372"
"2870","359.959363962","172.217.166.238","10.42.0.56","TCP","66","80","41066","80  >  41066 [ACK] Seq=1 Ack=2 Win=65472 Len=0 TSval=2264368677 TSecr=3264788273"
"2871","359.959422584","172.217.166.238","10.42.0.56","TCP","66","80","41066","80  >  41066 [FIN, ACK] Seq=1 Ack=2 Win=65472 Len=0 TSval=2264368677 TSecr=3264788273"
"2872","359.959454604","10.42.0.56","172.217.166.238","TCP","66","41066","80","41066  >  80 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=3264788275 TSecr=2264368677"
"2873","359.959534440","172.217.166.238","10.42.0.56","TCP","66","80","41064","80  >  41064 [ACK] Seq=1 Ack=2 Win=65472 Len=0 TSval=3215185204 TSecr=3264788273"
"2874","359.959559907","172.217.166.238","10.42.0.56","TCP","66","80","41064","80  >  41064 [FIN, ACK] Seq=1 Ack=2 Win=65472 Len=0 TSval=3215185204 TSecr=3264788273"
"2875","359.959575439","10.42.0.56","172.217.166.238","TCP","66","41064","80","41064  >  80 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=3264788275 TSecr=3215185204"
"2876","359.979314221","10.42.0.56","10.42.0.1","DNS","86","53200","53","Standard query 0x159a A www.gstatic.com OPT"
"2877","360.005907592","10.42.0.56","216.58.200.164","UDP","194","46667","443","46667  >  443 Len=152"
"2878","360.012926457","10.42.0.1","10.42.0.56","DNS","102","53","53200","Standard query response 0x159a A www.gstatic.com A 172.217.167.227 OPT"
"2879","360.015585030","216.58.200.164","10.42.0.56","UDP","63","443","46667","443  >  46667 Len=21"
"2880","360.024086296","10.42.0.56","172.217.167.227","UDP","1392","56722","443","56722  >  443 Len=1350"
"2881","360.059028489","172.217.167.227","10.42.0.56","UDP","78","443","56722","443  >  56722 Len=36"
"2882","360.117954584","172.217.167.227","10.42.0.56","UDP","1392","443","56722","443  >  56722 Len=1350"
"2883","360.124814561","10.42.0.56","172.217.167.227","UDP","1392","56722","443","56722  >  443 Len=1350"
"2884","360.151881188","10.42.0.56","172.217.167.227","UDP","78","56722","443","56722  >  443 Len=36"
"2885","360.158511472","172.217.167.227","10.42.0.56","UDP","78","443","56722","443  >  56722 Len=36"
"2886","360.188581533","216.58.200.164","10.42.0.56","UDP","1392","443","46667","443  >  46667 Len=1350"
